cod_cnpm|cod_cim|obs|den_produs|forma|concentr|firma|dci|ambalaj|grupa|pret_prod|pret_rid|pret_am|statut_frm|statut_anm|stare
AMPANT0187|W00433001||AMPICILINA 500mg|PULB. PT. SOL. INJ.|500mg|ANTIBIOTICE SA - ROMANIA|AMPICILLINUM|Cutie x 100 flacoane din sticla incolora continand pulbere pentru solutie injectabila (2 ani)|J01CA01|146.76|161.43|197.08|MG|generic|
AMPANT0208|W00422001||AMPICILINA ANTIBIOTICE 250mg|CAPS.|250mg|ANTIBIOTICE SA - ROMANIA|AMPICILLINUM|Cutie x 2 blistere Al/PVC x 10 capsule (3 ani)|J01CA01|3.95|4.51|6.09|MG|generic|
AMPANT0224|W52936001||AMPICILINA ANTIBIOTICE 500mg|CAPS.|500mg|ANTIBIOTICE SA - ROMANIA|AMPICILLINUM|Cutie x 1 blister x 10 capsule (3 ani)|J01CA01|3.6|4.11|5.55|MG|generic|
AMPARE0046|W12700001||AMPICILINA ARENA 250mg|CAPS.|250mg|ARENA GROUP SA - ROMANIA|AMPICILLINUM|Cutie x 2 blistere Al/PVC x 10 capsule (3 ani)|J01CA01|3.72|4.24|5.73|MG|generic|
AMPARE0054|W12700002||AMPICILINA ARENA 250mg|CAPS.|250mg|ARENA GROUP SA - ROMANIA|AMPICILLINUM|Cutie x 100 blistere Al/PVC x 10 capsule (3 ani)|J01CA01|177.28|195.01|238.07|MG|generic|
AMPARE0062|W06719003||AMPICILINA ARENA 500mg|CAPS.|500mg|ARENA GROUP SA - ROMANIA|AMPICILLINUM|Cutie x 2 blistere PVC/Al x 5 capsule (3 ani)|J01CA01|2.93|3.34|4.51||generic|
AMPARE0070|W06719004||AMPICILINA ARENA 500mg|CAPS.|500mg|ARENA GROUP SA - ROMANIA|AMPICILLINUM|Cutie x 100 blistere Al/PVC x 5 capsule (3 ani)|J01CA01|117.16|128.87|157.33|MG|generic|
AMPFAR0075|W08429001||AMPICILINA FORTE|CAPS.|500mg|FARMEX COMPANY SRL - ROMANIA|AMPICILLINUM|Cutie x 2 blist. x 10 caps.; (2 ani)|J01CA01|5.59|6.37|8.61|MG|generic|
AMPFAR0083|W08429002||AMPICILINA FORTE|CAPS.|500mg|FARMEX COMPANY SRL - ROMANIA|AMPICILLINUM|Cutie x 50 blist. x 10 caps.; (2 ani)|J01CA01|97.31|108.99|133.05|MG|generic|
AMPFAR0112|W08429003||AMPICILINA FORTE|CAPS.|500mg|FARMEX COMPANY SRL - ROMANIA|AMPICILLINUM|Cutie x 1 blister x 10 capsule (2 ani)|J01CA01|3.56|4.06|5.49|MG|generic|
AMPLEK0017|W00436001||AMPICILINA SANDOZ 125mg/5ml|PULB. PT. SUSP. ORALA|125mg/5ml|SANDOZ SRL - ROMANIA|AMPICILLINUM|Cutie x 1 flacon x 25g pulbere pentru 60ml suspensie reconstituita + lingurita dozatoare cu capacitate de 5ml (2 ani)|J01CA01|3.94|4.49|6.07|MG|generic|
AMPSAN0016|W42881001||AMPICILINA SANDOZ 250mg CAPSULE|CAPS.|250mg|SANDOZ SRL - ROMANIA|AMPICILLINUM|Cutie x 2 blist. x 10 caps.;(3 ani)|J01CA01|3.95|4.51|6.09|MG|generic|
AMPSAN0024|W43004001||AMPICILINA SANDOZ 250mg/5ml PULBERE PENTRU SUSPENSIE ORALA|PULB. PT. SUSP. ORALA|250mg/5ml|SANDOZ SRL - ROMANIA|AMPICILLINUM|Cutie x 1 flac. x 25g pulb. pt. 60ml susp. + 1 lingurita dozatoare PE, cu gradatii 1,25ml , 2,5ml, 5ml (2 ani)|J01CA01|5.62|6.41|8.66|MG|generic|
AMPSAN0032|W42880001||AMPICILINA SANDOZ 500mg CAPSULE|CAPS.|500mg|SANDOZ SRL - ROMANIA|AMPICILLINUM|Cutie x 1 blist. Al/PVC x 10 caps.; (3 ani)|J01CA01|3.11|3.54|4.79|MG|generic|
AMPANT0258|W58901002||AMPIPLUS 1000mg/500mg|PULB. PT. SOL. INJ. / PERF.|1000mg/500mg|ANTIBIOTICE SA - ROMANIA|AMPICILLINUM + SULBACTAM|Cutie x 50 flacoane din sticla incolora continand pulbere pentru solutie injectabila/perfuzabila (2 ani - dupa ambalare pt. com.; dupa reconstituire - se utilizeaza imediat )|J01CR01|603.77|633.77|728.96|MG|generic|
AMPALV0036|W59188002||AMPRIGEN 10mg|COMPR.|10mg|ALVOGEN IPCO SARL - LUXEMBURG|RAMIPRILUM|Cutie x 3 blistere PVC-PE-PVDC/Al x 10 comprimate (3 ani)|C09AA05|15.6|17.79|24.04|MG|generic|
AMPALV0010|W59186002||AMPRIGEN 2.5mg|COMPR.|2.5mg|ALVOGEN IPCO SARL - LUXEMBURG|RAMIPRILUM|Cutie x 3 blistere PVC-PE-PVDC/Al x 10 comprimate (3 ani)|C09AA05|6.44|7.34|9.92|MG|generic|
AMPALV0028|W59187002||AMPRIGEN 5mg|COMPR.|5mg|ALVOGEN IPCO SARL - LUXEMBURG|RAMIPRILUM|Cutie x 3 blistere PVC-PE-PVDC/Al x 10 comprimate (3 ani)|C09AA05|6.98|7.95|10.75|MG|generic|
AMPKRK0076|W42972001||AMPRIL 10mg|COMPR.|10mg|KRKA D.D. NOVO MESTO - SLOVENIA|RAMIPRILUM|Cutie x 3 blistere din OPA-AL-PVC/AL x 10 comprimate (2 ani)|C09AA05|16.18|18.44|24.93|MG|generic|
AMPKRK0018|W42970001||AMPRIL 2,5mg|COMPR.|2.5mg|KRKA D.D. NOVO MESTO - SLOVENIA|RAMIPRILUM|Cutie x 3 blistere din OPA-AL-PVC/AL x 10 comprimate (2 ani)|C09AA05|6.5|7.41|10.02|MG|generic|
AMPKRK0042|W42971001||AMPRIL 5mg|COMPR.|5mg|KRKA D.D. NOVO MESTO - SLOVENIA|RAMIPRILUM|Cutie x 3 blistere din OPA-AL-PVC/AL x 10 comprimate (2 ani)|C09AA05|7.04|8.03|10.85|MG|generic|
ANANOV0017|W01358001||ANAFRANIL 10mg|DRAJ.|10mg|NOVARTIS PHARMA GMBH - GERMANIA|CLOMIPRAMINUM|Cutie x 3 blist. Al/PVC x 10 draj.; (5 ani)|N06AA04|4.7|5.36|7.24|MP|inovativ|
ANANOV0025|W01359001||ANAFRANIL 25mg|DRAJ.|25mg|NOVARTIS PHARMA GMBH - GERMANIA|CLOMIPRAMINUM|Cutie x 3 blist. Al/PVC x 10 draj.; (5 ani)|N06AA04|9.29|10.59|14.31|MP|inovativ|
ANAACT0014|W59330004|!|ANAROMAT 1mg (APP incetat)|COMPR. FILM.|1mg|ACTAVIS GROUP PTC EHF - ISLANDA|ANASTROZOLUM|Cutie x blistere PVC-PE-PVDC/Al x 28 comprimate filmate (4 ani)|L02BG03|80.0|89.6|113.29|MG|generic|DC
ANASAN0018|W54874003||ANASTRAZE 1mg|COMPR. FILM.|1mg|SANDOZ SRL - ROMANIA|ANASTROZOLUM|Cutie x blistere PVC/Al x 28 comprimate filmate (3 ani)|L02BG03|84.5|94.64|119.66|MG|generic|
ANAANT0018|W56083001||ANASTROZOL ATB 1mg|COMPR. FILM.|1mg|ANTIBIOTICE SA - ROMANIA|ANASTROZOLUM|Cutie x 3 blistere PVC/Al  x 10 comprimate filmate (2 ani)|L02BG03|81.6|91.4|115.56|MG|generic|
ANAFRE0019|W57886001||ANASTROZOL KABI 1mg|COMPR. FILM.|1mg|FRESENIUS KABI ONCOLOGY PLC - MAREA BRITANIE|ANASTROZOLUM|Cutie x blistere PVC/Al x 14 comprimate filmate (1x14)(3 ani)|L02BG03|35.42|40.38|52.82|MG|generic|
ANATER0019|W53147001||ANASTROZOL TERAPIA 1mg|COMPR. FILM.|1mg|TERAPIA SA - ROMANIA|ANASTROZOLUM|Cutie x blistere PVC/Al x 20 comprimate filmate (2 ani)|L02BG03|61.79|69.2|87.5|MG|generic|
ANATER0027|W53147002||ANASTROZOL TERAPIA 1mg|COMPR. FILM.|1mg|TERAPIA SA - ROMANIA|ANASTROZOLUM|Cutie x blistere PVC/Al x 28 comprimate filmate (2 ani)|L02BG03|86.5|96.88|122.5|MG|generic|
ANATER0035|W53147003||ANASTROZOL TERAPIA 1mg|COMPR. FILM.|1mg|TERAPIA SA - ROMANIA|ANASTROZOLUM|Cutie x blistere PVC/Al x 30 comprimate filmate (2 ani)|L02BG03|92.68|103.8|126.72|MG|generic|
ANATER0043|W53147004||ANASTROZOL TERAPIA 1mg|COMPR. FILM.|1mg|TERAPIA SA - ROMANIA|ANASTROZOLUM|Cutie x blistere PVC/Al x 50 comprimate filmate (2 ani)|L02BG03|154.46|169.9|207.42|MG|generic|
ANATER0051|W53147005||ANASTROZOL TERAPIA 1mg|COMPR. FILM.|1mg|TERAPIA SA - ROMANIA|ANASTROZOLUM|Cutie x blistere PVC/Al x 84 comprimate filmate (2 ani)|L02BG03|259.5|285.45|348.48|MG|generic|
ANATER0069|W53147006||ANASTROZOL TERAPIA 1mg|COMPR. FILM.|1mg|TERAPIA SA - ROMANIA|ANASTROZOLUM|Cutie x blistere PVC/Al x 98 comprimate filmate (2 ani)|L02BG03|302.75|332.75|400.85|MG|generic|
ANATER0077|W53147007||ANASTROZOL TERAPIA 1mg|COMPR. FILM.|1mg|TERAPIA SA - ROMANIA|ANASTROZOLUM|Cutie x blistere PVC/Al x 100 comprimate filmate (2 ani)|L02BG03|308.93|338.93|407.58|MG|generic|
ANATER0085|W53147008||ANASTROZOL TERAPIA 1mg|COMPR. FILM.|1mg|TERAPIA SA - ROMANIA|ANASTROZOLUM|Cutie x blistere PVC/Al x 300 comprimate filmate (2 ani)|L02BG03|926.79|956.79|1081.05|MG|generic|
ANATEV0021|W56267005||ANASTROZOL TEVA 1mg|COMPR. FILM.|1mg|TEVA PHARMACEUTICALS SRL - ROMANIA|ANASTROZOLUM|Cutie x blistere din PVC-PVDC/Al x 30 comprimate filmate (30 luni)|L02BG03|81.66|91.46|115.64|MG|generic|
ANAMED0018|W53924001|!|ANASTROZOLE MEDICO UNO 1mg (APP intrerupt)|COMPR. FILM.|1mg|MEDICO UNO PHARMA KFT - UNGARIA|ANASTROZOLUM|Cutie cu blistere PVC-PVDC/Al x 28 comprimate filmate (2 ani)|L02BG03|76.0|85.12|107.63|MG|generic|DC
ANDBAY0014|W58800001||ANDROCUR|COMPR.|50mg|BAYER PHARMA AG - GERMANIA|CYPROTERONUM|Cutie x 5 blistere Al/PVC x 10 comprimate (5 ani)|G03HA01|76.59|85.78|108.46|MI|inovativ|
ANDLAB0016|W42963001||ANDROGEL 50mg|GEL|50mg|LAB. BESINS INTERNATIONAL - FRANTA|TESTOSTERONUM|Cutie x 30 plicuri din folie PET/Al/PE x 5g gel (3 ani)|G03BA03|166.32|182.95|223.35|MI|inovativ|
ANEROM0013|W54857001||ANESTERAN|LICHID VOLATIL PT. INHALAT||ROMPHARM COMPANY SRL - ROMANIA|ISOFLURANUM|Cutie x 1 flacon din sticla bruna x 100ml lichid volatil pentru inhalat (5 ani)|N01AB06|44.15|50.33|63.64|MG|generic|
ANEHOF0011|W51322001||ANEXATE 0,1mg/ml|SOL. INJ.|0.1mg/ml|ROCHE ROMANIA SRL - ROMANIA|FLUMAZENILUM|Cutie x 5 fiole x 5ml; (5 ani)|V03AB25|204.92|225.41|275.18|MP|inovativ|
ANGBAY0011|W58801001||ANGELIQ|COMPR. FILM.||BAYER PHARMA AG - GERMANIA|COMBINATII|Cutie x 1 blister calendaristic PVC/Al x 28 comprimate filmate (5 ani)|G03FA17|38.8|44.24|57.86|MI|inovativ|
ANGACH0024|W13301001||ANGIOPENT 400mg|COMPR. FILM. ELIB. PREL.|400mg|AC HELCOR PHARMA SRL - ROMANIA|PENTOXIFYLLINUM|Cutie x 2 blistere Al/PVC x 10 comprimate filmate cu eliberare prelungita (3 ani)|C04AD03|3.98|4.54|6.13|MG|generic|
ANGACH0032|W13302001||ANGIOPENT 600mg|COMPR. FILM. ELIB. PREL.|600mg|AC HELCOR PHARMA SRL - ROMANIA|PENTOXIFYLLINUM|Cutie x 2 blistere Al/PVC x 10 comprimate filmate cu eliberare prelungita (3 ani)|C04AD03|10.68|12.18|16.46|MG|generic|
ANOGLA0018|W60979001||ANORO 55micrograme /22micrograme|PULB. UNIDOZA DE INHALAT|55mcg/22mcg|GLAXO GROUP LTD - MAREA BRITANIE|UMECLINIDUM + VILANTEROLUM|Cutie x 1 inhalator x 30 doze|R03AL03|196.6|216.26|264.01|MI|inovativ|
ANTSIN0061|W02618005||ANTALCOL 500mg|COMPR.|500mg|SINTOFARM SA - ROMANIA|DISULFIRAMUM|Cutie x 5 blistere Al/PVC x 10 comprimate (2 ani)|N07BB01|14.47|16.5|22.3|MG|generic|
ANTSIN0037|W02618004||ANTALCOL®  500mg|COMPR.|500mg|SINTOFARM SA - ROMANIA|DISULFIRAMUM|Cutie x 1 flacon din polietilena x 50 comprimate (2 ani)|N07BB01|14.47|16.5|22.3|MG|generic|
ANTSIN0053|W02618003||ANTALCOL®  500mg|COMPR.|500mg|SINTOFARM SA - ROMANIA|DISULFIRAMUM|Cutie x 1 flacon din polietilena x 30 comprimate (2 ani)|N07BB01|7.95|9.06|12.25|MG|generic|
ANTTHE0014|W59772001|!|ANTIBIOPTAL (APP expirat)|PIC. OFT., SOL.||THEA FARMA SPA - ITALIA|COMBINATII|Cutie x 1 flacon picurator x 10ml (2 ani)|S01AA30|8.52|9.71|13.13|MG|generic|DC
ANXGED0019|W41692001||ANXIAR®  1mg|COMPR.|1mg|GEDEON RICHTER ROMANIA SA - ROMANIA|LORAZEPAMUM|Cutie x 2 blistere Al/PVC x 25 comprimate (1 an)|N05BA06|4.35|4.96|6.7|MG|generic|
APABBR0013|W13039002||APA PENTRU PREPARATE INJECTABILE|SOLV. PT. UZ PARENT.||B. BRAUN MELSUNGEN AG - GERMANIA|DIVERSE|Cutie x 10 flacoane tip Ecoflac plus x 500ml (3 ani)|V07ABN1|19.04|21.71|29.34|MG|generic|
APABBR0047|W56815001||APA PENTRU PREPARATE INJECTABILE|SOLV. PT. UZ PARENT.||B. BRAUN MELSUNGEN AG - GERMANIA|DIVERSE|Cutie x 10 flacoane PE tip PLASCO x 500ml solvent pentru uz parenteral (3 ani)|V07ABN1|20.47|23.34|31.54|MG|generic|
APIAVE0024|W41740004||APIDRA 100 U/ml|SOL. INJ. IN CARTUS|100U/ml|SANOFI - AVENTIS DEUTSCHLAND GMBH - GERMANIA|INSULINUM GLULIZINA|Cutie x 5 cartuse x 3ml solutie injectabila (2 ani; dupa prima utilizare: 4 saptamani)|A10AB06|97.14|108.8|132.82|MI|inovativ|
APISAN0014|W52538004||APIDRA 100 U/ml|SOL. INJ. IN STILOU INJECTOR PREUMPLUT|100U/ml|SANOFI - AVENTIS DEUTSCHLAND GMBH - GERMANIA|INSULINUM GLULIZINA|Cutie x 5 stilouri injectoare (pen-uri) preumplute (SoloStar) x 3ml ( 2 ani; dupa prima utilizare :4 saptamani)|A10AB06|97.14|108.8|132.82|MI|inovativ|
APOMED0018|W43252001||APONIL|COMPR.|100mg|MEDOCHEMIE LTD - CIPRU|NIMESULIDUM|Cutie x 1 blister din Al/PVC x 10 comprimate (3 ani)|M01AX17|2.93|3.34|4.51|MG|generic|
APOMED0026|W43252002||APONIL|COMPR.|100mg|MEDOCHEMIE LTD - CIPRU|NIMESULIDUM|Cutie x 2 blistere din Al/PVC x 10 comprimate (3 ani)|M01AX17|5.32|6.07|8.2|MG|generic|
APRLAB0016|W59119002||APROKAM 50mg|PULB. PT. SOL. INJ.|50mg|LABORATOIRES THEA - FRANTA|CEFUROXIMUM|Cutie x 10 flacoane din sticla cu capacitate de 8ml, cu dop din cauciuc bromobutilic si capsa din Al flip-off a cate 50mg pulb. pt. sol. injec. (1 an dupa amb. pt. com., dupa reconstituire se util. imediat)|S01AA27|414.35|444.35|522.49|MI|generic|
APRSAN0031|W60637002||APROVEL 150mg|COMPR. FILM.|150mg|SANOFI CLIR SNC - FRANTA|IRBESARTANUM|Cutie x blistere PVC/PVDC/Al x 28 comprimate filmate (3 ani)|C09CA04|21.26|24.24|32.76|MI|inovativ|
APRSAN0015|W42416002|!|APROVEL 150mg|COMPR. FILM.|150mg|SANOFI PHARMA - BRISTOL MYERS SQUIBB - FRANTA|IRBESARTANUM|Cutie x 2 blist. PVC/PVDC-Al x 14 compr. film. (3 ani)|C09CA04|21.26|24.24|32.76|MI|inovativ|DC
APRSAN0049|W60638002||APROVEL 300mg|COMPR. FILM.|300mg|SANOFI CLIR SNC - FRANTA|IRBESARTANUM|Cutie x blistere PVC/PVDC/Al x 28 comprimate filmate (3 ani)|C09CA04|28.97|33.03|43.2|MI|inovativ|
APRSAN0023|W42417002|!|APROVEL 300mg|COMPR. FILM.|300mg|SANOFI PHARMA - BRISTOL MYERS SQUIBB - FRANTA|IRBESARTANUM|Cutie x 2 blist. PVC/PVDC-Al x 14 compr. film. (3 ani)|C09CA04|28.97|33.03|43.2|MI|inovativ|DC
APSGLE0012|W56691011||APSTAR 35mg|COMPR. ELIB. PREL.|35mg|GLENMARK PHARMACEUTICALS SRO - REPUBLICA CEHA|TRIMETAZIDINUM|Cutie x blistere PVC-Aclar/Al x 60 comprimate eliberare prelungita (2 ani)|C01EB15|21.68|24.72|33.41|MG|generic|
APTBOE0018|W51426001||APTIVUS 250mg|CAPS. MOI|250mg|BOEHRINGER INGELHEIM INTERNATIONAL GmbH - GERMANIA|TIPRANAVIRUM|Cutie x 1 flacon din PEID cu inchidere din doua piese rezistenta la manipulare de catre copii x 120 capsule moi (3 ani)|J05AE09|2939.4|2969.4|3274.8|MI|inovativ|
ARAAMG0014|W41522002||ARANESP 10 mcg/0.4ml|SOL. INJ. IN SERINGA PREUMPLUTA|10mcg/0.4ml|AMGEN EUROPE BV - OLANDA|DARBEPOETINUM ALFA|Cutie x 4 seringi preumplute a 1ml x 0,4ml solutie injectabila (2 ani)|B03XA02|294.75|324.23|391.56|MI|inovativ|
ARAAMG0098|W41530002||ARANESP 100 mcg/0.5ml|SOL. INJ. IN SERINGA PREUMPLUTA|100mcg/0.5ml|AMGEN EUROPE BV - OLANDA|DARBEPOETINUM ALFA|Cutie x 4 seringi preumplute a 1ml x 0,5ml solutie injectabila (2 ani)|B03XA02|2846.02|2876.01|3173.01|MI|inovativ|
ARAAMG0022|W41523002||ARANESP 15 mcg/0.375ml|SOL. INJ. IN SERINGA PREUMPLUTA|15mcg/0.375ml|AMGEN EUROPE BV - OLANDA|DARBEPOETINUM ALFA|Cutie x 4 seringi preumplute a 1ml x 0,375ml solutie injectabila (2 ani)|B03XA02|437.24|467.24|547.44|MI|inovativ|
ARAAMG0101|W41531002||ARANESP 150 mcg/0.3ml|SOL. INJ. IN SERINGA PREUMPLUTA|150mcg/0.3ml|AMGEN EUROPE BV - OLANDA|DARBEPOETINUM ALFA|Cutie x 4 seringi preumplute a 1ml x 0,3ml solutie injectabila (2 ani)|B03XA02|4254.59|4284.58|4708.35|MI|inovativ|
ARAAMG0030|W41524002||ARANESP 20 mcg/0.5ml|SOL. INJ. IN SERINGA PREUMPLUTA|20mcg/0.5ml|AMGEN EUROPE BV - OLANDA|DARBEPOETINUM ALFA|Cutie x 4 seringi preumplute a 1ml x 0,5ml solutie injectabila (2 ani)|B03XA02|579.62|609.62|702.64|MI|inovativ|
ARAAMG0048|W41525002||ARANESP 30 mcg/0.3ml|SOL. INJ. IN SERINGA PREUMPLUTA|30mcg/0.3ml|AMGEN EUROPE BV - OLANDA|DARBEPOETINUM ALFA|Cutie x 4 seringi preumplute a 1ml x 0,3ml solutie injectabila (2 ani)|B03XA02|861.12|891.12|1009.47|MI|inovativ|
ARAAMG0119|W41532001||ARANESP 300 mcg/0.6ml|SOL. INJ. IN SERINGA PREUMPLUTA|300mcg/0.6ml|AMGEN EUROPE BV - OLANDA|DARBEPOETINUM ALFA|Cutie x 1 seringa preumpluta a 1ml x 0,6ml solutie injectabila (2 ani)|B03XA02|1961.25|1991.25|2208.61|MI|inovativ|
ARAAMG0056|W41526002||ARANESP 40 mcg/0.4ml|SOL. INJ. IN SERINGA PREUMPLUTA|40mcg/0.4ml|AMGEN EUROPE BV - OLANDA|DARBEPOETINUM ALFA|Cutie x 4 seringi preumplute a 1ml x 0,4ml solutie injectabila (2 ani)|B03XA02|1145.05|1175.04|1318.95|MI|inovativ|
ARAAMG0064|W41527002||ARANESP 50 mcg/0.5ml|SOL. INJ. IN SERINGA PREUMPLUTA|50mcg/0.5ml|AMGEN EUROPE BV - OLANDA|DARBEPOETINUM ALFA|Cutie x 4 seringi preumplute a 1ml x 0,5ml solutie injectabila (2 ani)|B03XA02|1427.44|1457.44|1626.76|MI|inovativ|
ARAAMG0127|W41533001||ARANESP 500 mcg/1ml|SOL. INJ. IN SERINGA PREUMPLUTA|500mcg/1ml|AMGEN EUROPE BV - OLANDA|DARBEPOETINUM ALFA|Cutie x 1 seringa preumpluta a 1ml x 1ml solutie injectabila (2 ani)|B03XA02|3268.77|3298.77|3633.81|MI|inovativ|
ARAAMG0072|W41528002||ARANESP 60 mcg/0.3ml|SOL. INJ. IN SERINGA PREUMPLUTA|60mcg/0.3ml|AMGEN EUROPE BV - OLANDA|DARBEPOETINUM ALFA|Cutie x 4 seringi preumplute a 1ml x 0,3ml solutie injectabila (2 ani)|B03XA02|1712.22|1742.22|1937.17|MI|inovativ|
ARAAMG0080|W41529002||ARANESP 80 mcg/0.4ml|SOL. INJ. IN SERINGA PREUMPLUTA|80mcg/0.4ml|AMGEN EUROPE BV - OLANDA|DARBEPOETINUM ALFA|Cutie x 4 seringi preumplute a 1ml x 0,4ml solutie injectabila (2 ani)|B03XA02|2279.91|2309.91|2555.95|MI|inovativ|
ARAAVE0018|W41654001||ARAVA 10mg|COMPR. FILM.|10mg|SANOFI - AVENTIS DEUTSCHLAND GMBH - GERMANIA|LEFLUNOMIDUM|Cutie x 1 flac. PEID x 30 compr.film.; (3 ani)|L04AA13|56.68|63.48|80.27|MI|inovativ|
ARAAVE0026|W41653001||ARAVA 20mg|COMPR. FILM.|20mg|SANOFI - AVENTIS DEUTSCHLAND GMBH - GERMANIA|LEFLUNOMIDUM|Cutie x 1 flac. PEID x 30 compr.film.; (3 ani)|L04AA13|113.34|124.67|152.2|MI|inovativ|
ARCMED0022|W61143002||ARCHIFAR 1000mg|PULB. PT. SOL. INJ. / PERF.|1000mg|MEDOCHEMIE ROMANIA SRL - ROMANIA|MEROPENEMUM|Cutie x 10 flacoane din sticla cu capacitate x 20ml cu dop din cauciuc bromobutilic si sigilate cu capsa de Al care contin pulbere pentru solutie injectabila / perfuzabila (3 ani)|J01DH02|495.99|525.99|611.48|MG|generic|
ARCMED0014|W61142002||ARCHIFAR 500mg|PULB. PT. SOL. INJ. / PERF.|500mg|MEDOCHEMIE ROMANIA SRL - ROMANIA|MEROPENEMUM|Cutie x 10 flacoane din sticla cu capacitate x 20ml cu dop din cauciuc bromobutilic si sigilate cu capsa de Al care contin pulbere pentru solutie injectabila / perfuzabila (3 ani)|J01DH02|331.24|361.24|431.9|MG|generic|
ARCMER0092|W51225001||ARCOXIA 120mg|COMPR. FILM.|120mg|MERCK SHARP & DOHME ROMANIA SRL - ROMANIA|ETORICOXIBUM|Cutie x 1 blister x 7 comprimate filmate (3 ani)|M01AH05|23.53|26.83|35.09|MI|inovativ|
ARCMER0105|W51225002||ARCOXIA 120mg|COMPR. FILM.|120mg|MERCK SHARP & DOHME ROMANIA SRL - ROMANIA|ETORICOXIBUM|Cutie x 2 blistere x 7 comprimate filmate  (3 ani)|M01AH05|47.06|53.65|67.83|MI|inovativ|
ARCMER0113|W51225003||ARCOXIA 120mg|COMPR. FILM.|120mg|MERCK SHARP & DOHME ROMANIA SRL - ROMANIA|ETORICOXIBUM|Cutie x 1 blister x 14 comprimate filmate  (3 ani)|M01AH05|47.06|53.65|67.83|MI|inovativ|
ARCMER0121|W51225004||ARCOXIA 120mg|COMPR. FILM.|120mg|MERCK SHARP & DOHME ROMANIA SRL - ROMANIA|ETORICOXIBUM|Cutie x 2 blistere x 14 comprimate filmate  (3 ani)|M01AH05|94.12|105.41|128.69|MI|inovativ|
ARCMER0139|W53204001||ARCOXIA 30mg|COMPR. FILM.|30mg|MERCK SHARP & DOHME ROMANIA SRL - ROMANIA|ETORICOXIBUM|Cutie x 4 blistere PA-Al-PVC/Al x 7 comprimate filmate (3 ani)|M01AH05|60.83|68.13|86.14|MI|inovativ|
ARCMER0026|W51227002||ARCOXIA 60mg|COMPR. FILM.|60mg|MERCK SHARP & DOHME ROMANIA SRL - ROMANIA|ETORICOXIBUM|Cutie x 2 blistere x 7 comprimate filmate  (3 ani)|M01AH05|37.34|42.57|55.68|MI|inovativ|
ARCMER0034|W51227003||ARCOXIA 60mg|COMPR. FILM.|60mg|MERCK SHARP & DOHME ROMANIA SRL - ROMANIA|ETORICOXIBUM|Cutie x 1 blister x 14 comprimate filmate  (3 ani)|M01AH05|37.34|42.57|55.68|MI|inovativ|
ARCMER0042|W51227004||ARCOXIA 60mg|COMPR. FILM.|60mg|MERCK SHARP & DOHME ROMANIA SRL - ROMANIA|ETORICOXIBUM|Cutie x 2 blistere x 14 comprimate filmate  (3 ani)|M01AH05|74.68|83.64|105.76|MI|inovativ|
ARCMER0050|W51226001||ARCOXIA 90mg|COMPR. FILM.|90mg|MERCK SHARP & DOHME ROMANIA SRL - ROMANIA|ETORICOXIBUM|Cutie x 1 blister x 7 comprimate filmate  (3 ani)|M01AH05|19.82|22.6|30.54|MI|inovativ|
ARCMER0068|W51226002||ARCOXIA 90mg|COMPR. FILM.|90mg|MERCK SHARP & DOHME ROMANIA SRL - ROMANIA|ETORICOXIBUM|Cutie x 2 blistere x 7 comprimate filmate  (3 ani)|M01AH05|39.67|45.22|59.15|MI|inovativ|
ARCMER0076|W51226003||ARCOXIA 90mg|COMPR. FILM.|90mg|MERCK SHARP & DOHME ROMANIA SRL - ROMANIA|ETORICOXIBUM|Cutie x 1 blister x 14 comprimate filmate  (3 ani)|M01AH05|39.67|45.22|59.15|MI|inovativ|
ARCMER0084|W51226004||ARCOXIA 90mg|COMPR. FILM.|90mg|MERCK SHARP & DOHME ROMANIA SRL - ROMANIA|ETORICOXIBUM|Cutie x 2 blistere x 14 comprimate filmate  (3 ani)|M01AH05|79.34|88.86|112.36|MI|inovativ|
ARENOV0011|W07918001||AREDIA®  15mg|LIOF. + SOLV. PT. SOL. PERF.|15mg|NOVARTIS PHARMA GMBH - GERMANIA|ACIDUM PAMIDRONICUM|Cutie x 4 flac.din sticla x 15mg liof.pt.solv.perf. + 4 fiole din sticla x 5ml solv.; (2 ani)|M05BA03|565.85|595.85|687.63|MP|inovativ|
AREMED0012|W56271001||AREFAM 100mg|CAPS. MOI|100mg|MEDICO UNO PHARMA KFT - UNGARIA|PROGESTERONUM|Cutie x 2 blistere PVC-PVDC/Al x 15 capsule moi (3 ani)|G03DA04|12.65|14.42|19.49|MG|generic|
AREMED0020|W56272001||AREFAM 200mg|CAPS. MOI|200mg|MEDICO UNO PHARMA KFT - UNGARIA|PROGESTERONUM|Cutie x 2 blistere PVC-PVDC/Al x 15 capsule moi (3 ani)|G03DA04|25.31|28.85|37.74|MG|generic|
ARGINF0014|W42140001||ARGININA - SORBITOL|SOL. PERF.||INFOMED FLUIDS SRL - ROMANIA|COMBINATII|Cutie x 12 flacoane x 250ml solutie perfuzabila (2 ani)|A05BA01|90.23|101.06|123.37|MP|generic|
ARGINF0022|W42140002||ARGININA - SORBITOL|SOL. PERF.||INFOMED FLUIDS SRL - ROMANIA|COMBINATII|Cutie x 6 flacoane x 500ml solutie perfuzabila (2 ani)|A05BA01|58.29|65.29|82.55|MP|generic|
